raw_acc:3d:mean_x,raw_acc:3d:mean_y,raw_acc:3d:mean_z,raw_acc:3d:std_x,raw_acc:3d:std_y,raw_acc:3d:std_z,raw_acc:3d:ro_xy,raw_acc:3d:ro_xz,raw_acc:3d:ro_yz
-0.141354,0.238549,0.967756,0.017859,0.029274,0.011825,-0.491916,0.500982,-0.80257
0.190512,-0.044292,0.987568,0.002137,0.002113,0.003273,-0.020571,0.002229,-0.023532
-0.004586,0.005524,1.00819,0.005122,0.005338,0.008145,-0.065327,-0.073136,0.086358
-0.211717,-0.042285,0.953848,0.243161,0.092765,0.131412,0.065283,0.640762,0.085234
-0.106491,-0.053435,1.008998,0.001169,0.001127,0.001769,0.063615,-0.089179,0.018854
-0.008137,0.005667,1.013609,0.004745,0.004745,0.007329,0.038088,0.072255,0.004194
0.77895,0.267366,0.567371,0.018054,0.023102,0.014669,-0.802249,-0.873089,0.670872
-0.007761,0.0062,1.00756,0.004553,0.004966,0.007551,0.0271,-0.024626,-0.011458
-0.008239,0.005413,1.013142,0.004848,0.004732,0.007634,0.003075,-0.018702,-0.034694
0.090522,0.153587,0.990037,0.002564,0.007131,0.003661,0.676215,-0.533199,-0.523445
0.147635,-0.157749,0.986854,0.004587,0.004816,0.007473,0.003643,-0.062387,-0.021655
0.20158,-0.11486,0.980873,0.001111,0.001131,0.001836,0.049851,-0.062696,-0.064641
-0.008993,0.004753,1.013403,0.001133,0.001377,0.001874,0.101668,-0.017466,0.014116
-0.005148,0.002641,1.006117,0.001174,0.001198,0.002425,0.105047,-0.109018,-0.167918
-0.01572,-0.022848,1.010427,0.003033,0.002158,0.004268,0.093116,0.00234,0.135762
0.083074,0.357522,0.778249,0.19848,0.395137,0.302641,-0.719511,0.715077,-0.946308
0.012832,0.9239,0.384854,0.038851,0.055245,0.043614,-0.144507,-0.015471,0.188756
0.189406,0.880584,0.092694,0.305676,0.538073,0.404545,-0.119095,0.305535,-0.159803
0.000814,-0.014704,1.008097,0.001114,0.001127,0.002024,0.101574,-0.137024,-0.049087
0.010359,-0.062554,1.013392,0.001594,0.00141,0.002256,-0.037586,-0.035542,0.13251
0.20121,-0.114868,0.981225,0.00112,0.001162,0.001824,-0.006968,-0.015306,-0.018803
0.148146,-0.124484,0.992097,0.004865,0.004821,0.007147,0.058758,-0.001254,-0.014167
0.120739,0.150677,0.985346,0.012915,0.025568,0.008715,-0.137607,0.155421,-0.62298
-0.023657,-0.006331,1.009508,0.00411,0.006717,0.00329,-0.475881,-0.085635,-0.05583
-0.006959,0.004322,1.008311,0.002249,0.00243,0.003761,0.141323,-0.006865,0.037572
-0.052415,0.984664,-0.056961,0.043472,0.056005,0.039334,0.102415,-0.062627,-0.673807
-0.428135,0.121116,0.902693,0.00226,0.002111,0.003444,-0.007267,0.029548,-0.064247
0.061676,0.051932,1.005074,0.004266,0.002734,0.015825,0.191741,-0.58889,-0.533957
0.159291,-0.111628,0.988514,0.001098,0.001117,0.001851,0.052782,-0.004405,-0.049461
0.201339,-0.115107,0.981263,0.001078,0.001088,0.001708,-0.015702,-0.000953,0.011488
0.114419,0.949918,-0.003743,0.318807,0.622589,0.39883,0.173105,0.126596,0.202739
-0.105764,-0.053015,1.008015,0.001148,0.00112,0.001806,0.045608,-0.043571,-0.079651
0.217791,0.045461,0.980862,0.004419,0.004734,0.00704,-0.008037,0.012663,-0.000671
-0.006714,0.005709,1.010303,0.002229,0.002281,0.003393,0.02249,-0.005639,-0.080058
0.200291,-0.114771,0.982014,0.001075,0.001107,0.001823,0.046454,-0.080993,0.007333
-0.006658,0.00603,1.009364,0.001404,0.001826,0.002711,0.389521,-0.119767,0.040669
0.200614,-0.114953,0.982059,0.001076,0.001133,0.001832,-0.062832,0.079688,-0.01846
-0.003478,-0.018475,1.00652,0.001091,0.00116,0.0018,0.0197,-0.043576,-0.066197
-0.06003,0.086578,1.004747,0.041736,0.029187,0.043339,0.012033,0.024471,-0.013603
0.200849,-0.115307,0.981883,0.001127,0.00116,0.001717,-0.028755,0.041066,0.004043
0.201604,-0.114956,0.980298,0.001171,0.001122,0.001712,0.067378,0.026309,0.038803
-0.008009,0.003933,1.012445,0.004839,0.004807,0.00751,0.014617,0.031461,-0.005489
-0.015697,-0.003096,1.008715,0.001151,0.00116,0.001861,0.017149,-0.019202,-0.025598
-0.057447,0.018536,1.005383,0.016886,0.032791,0.017894,-0.182731,0.299511,0.074699
-0.006498,-0.109193,1.001035,0.001116,0.001133,0.001761,0.073581,-0.11739,-0.044968
0.092986,0.161522,0.988834,0.001334,0.003271,0.002232,0.077683,-0.092688,-0.479252
0.201734,-0.114542,0.980117,0.001119,0.001091,0.001785,0.035381,-0.020184,-0.062488
-0.008949,0.005877,1.014451,0.001499,0.001792,0.002239,0.080755,-0.087712,-0.019103
-0.005632,0.005214,1.008545,0.002204,0.002303,0.00338,-0.040432,-0.048945,-0.052647
-0.001915,-0.001503,1.004962,0.001925,0.001299,0.002483,0.011956,0.040969,0.043256
0.03204,0.428346,0.905315,0.001248,0.001657,0.002016,-0.042452,-0.134251,-0.142881
-0.07205,0.272696,0.964389,0.001827,0.001987,0.002928,-0.090478,0.020244,-0.308036
0.201808,-0.114873,0.980605,0.001106,0.001167,0.001804,0.00174,-0.018035,0.001417
-0.021131,-0.005261,1.009836,0.001879,0.002109,0.005182,-0.442295,0.46108,-0.404961
0.147681,-0.156972,0.984536,0.004487,0.004546,0.007298,0.016829,-0.02286,-0.017105
-0.363461,-0.049384,0.93944,0.114858,0.012558,0.059341,0.511443,0.989872,0.45932
0.377399,0.080159,0.929432,0.004879,0.004757,0.007449,-0.006272,0.035311,-0.042989
-0.634518,-0.128424,0.781112,0.009403,0.006409,0.010076,-0.512334,0.105843,-0.548639
-0.004404,0.010848,1.006339,0.002082,0.002218,0.003465,0.041817,-0.027569,-0.000695
-0.009229,0.006286,1.011275,0.001567,0.002743,0.004962,0.568811,-0.231314,0.035159
0.201532,-0.11467,0.980817,0.001114,0.001125,0.001903,0.01986,-0.000779,-0.053394
-0.019985,0.333172,0.949312,0.045047,0.044514,0.031279,-0.099204,0.168312,-0.418101
0.373523,0.564095,0.404313,0.281381,0.417645,0.395444,-0.833166,0.899778,-0.840513
0.12253,0.249435,0.966198,0.002194,0.002301,0.003373,-0.004715,-0.022417,-0.02373
0.201431,-0.114939,0.980612,0.001126,0.00116,0.001804,0.013694,0.025777,-0.00553
-0.00976,0.932293,0.344817,0.003317,0.007894,0.011898,-0.490783,-0.024076,0.575651
-0.007521,0.007868,1.009633,0.003547,0.002606,0.006842,0.065405,-0.444128,-0.060281
0.14902,-0.123539,0.987773,0.004545,0.004704,0.006989,0.009227,0.006457,-0.045339
-0.146847,0.281004,0.950203,0.061211,0.098385,0.092989,0.05558,-0.143052,-0.448298
0.201692,-0.114785,0.980034,0.001069,0.001124,0.001883,0.006057,0.009513,-0.04591
-0.0041,0.004955,1.008445,0.005018,0.00486,0.007569,0.061812,0.033018,-0.00134
-0.00897,0.005798,1.01498,0.001673,0.002866,0.002734,0.458022,-0.138482,-0.097239
-0.006422,0.0077,1.010267,0.001414,0.001799,0.002367,0.458341,0.002351,0.044618
-0.014956,0.121662,0.983149,0.118812,0.173177,0.094272,-0.112093,-0.060296,-0.278877
0.201606,-0.114989,0.979951,0.001075,0.001126,0.001826,-0.031791,-0.032439,-0.082716
-0.007496,0.009725,1.009322,0.004466,0.008121,0.004901,0.20421,-0.086815,-0.048962
0.006152,0.042699,1.001494,0.049208,0.077633,0.041345,0.415778,-0.456921,-0.292326
-0.007997,0.005047,1.010157,0.001203,0.001683,0.002029,0.303991,-0.046911,-0.060939
0.198192,0.889104,0.0359,0.335523,0.616836,0.420033,0.026442,0.323187,0.052321
0.034056,-0.185853,0.987138,0.001068,0.001086,0.001784,-0.013978,-0.033425,-0.04399
0.218767,0.153735,0.970013,0.004712,0.004924,0.007554,-0.007429,-0.021932,-0.027259
0.144978,0.557273,0.40731,0.218941,0.390395,0.562635,0.078683,-0.317157,-0.90813
-0.101636,-0.046819,0.997275,0.125736,0.058533,0.051311,-0.442152,0.56999,-0.337092
-0.007826,0.005745,1.011603,0.002796,0.002914,0.003611,0.028052,0.014786,-0.019564
-0.007461,0.005411,1.005509,0.001662,0.003227,0.004666,0.080162,-0.183447,0.367458
0.201533,-0.114831,0.98032,0.001094,0.001089,0.001726,0.084426,0.01901,-0.058454
0.010859,0.006127,1.00942,0.003387,0.00587,0.005132,-0.212727,-0.383485,0.192961
0.033749,-0.185747,0.987661,0.001086,0.001113,0.001893,-0.011014,0.038663,-0.140266
0.434027,0.057024,0.906768,0.048374,0.060884,0.035288,-0.500867,-0.13656,0.122351
0.148098,-0.156241,0.984916,0.004668,0.004828,0.006927,0.017642,-0.050375,-0.029788
0.201657,-0.114861,0.980232,0.001082,0.001158,0.001856,-0.025473,-0.03873,-0.070531
-0.004665,-0.05404,1.003429,0.111974,0.173267,0.114413,-0.513067,-0.000459,-0.221911
-0.006574,-0.108869,1.000363,0.001109,0.00113,0.001743,0.019008,-0.038533,-0.044245
-0.006153,0.085329,1.004902,0.001458,0.003055,0.002654,0.115217,-0.208389,-0.286939
0.201708,-0.114951,0.980513,0.001129,0.001125,0.001738,0.015065,-0.020088,-0.080684
0.201592,-0.11485,0.980814,0.00113,0.001123,0.001736,0.049257,-0.042207,0.017106
-0.008524,0.007647,1.01225,0.002118,0.002148,0.003555,-0.048034,0.024775,0.034048
-0.011039,-0.001499,1.006321,0.00527,0.00158,0.002806,-0.173444,0.037148,0.040103
0.122453,0.547151,0.43466,0.263253,0.492046,0.519836,0.104258,-0.296585,-0.763166
-0.007828,0.006027,1.009231,0.0023,0.002209,0.00342,-0.005546,-0.02982,0.04125
-0.030484,0.000568,1.010659,0.004718,0.004721,0.007362,0.013061,0.001775,0.032089
-0.016251,-0.016132,1.003407,0.00112,0.001141,0.00187,-0.024612,-0.08066,-0.049147
-0.015689,-0.00313,1.009452,0.001134,0.001098,0.001888,-0.027827,-0.08296,0.011251
-0.007572,0.005134,1.009681,0.005058,0.004934,0.007234,-0.065996,-0.024542,0.001918
0.130318,-0.172481,0.986196,0.00457,0.004639,0.006951,-0.013623,-0.008644,0.003281
-0.250406,0.450554,0.841503,0.165199,0.182301,0.22864,-0.377656,-0.216683,-0.175453
-0.134651,-0.083035,0.997477,0.001094,0.001131,0.001746,-0.003941,-0.073218,-0.031771
-0.00873,0.492827,0.874668,0.002701,0.002777,0.003732,-0.068973,0.038518,0.054529
-0.015277,-0.012874,1.007775,0.001124,0.00117,0.001784,0.043349,-0.003474,-0.012325
-0.007346,0.004699,1.010152,0.005765,0.005142,0.007366,0.035835,-0.06414,-0.034578
0.094627,0.971547,0.094074,0.08185,0.031445,0.135031,-0.167423,-0.316589,-0.546691
0.001816,-0.013034,1.006991,0.002072,0.002262,0.003754,0.033762,-0.009327,-0.030381
-0.556553,0.351289,-0.742297,0.047558,0.024356,0.045743,-0.503794,-0.831364,0.528793
0.253754,-0.038989,0.973798,0.001156,0.00111,0.001833,-0.00706,-0.066511,-0.042339
-0.009623,0.007942,1.015166,0.002507,0.002498,0.003738,0.066748,-0.02088,-0.082666
-0.036686,-0.167758,0.990766,0.001302,0.001221,0.001932,0.02544,-0.043197,-0.054848
-0.0157,-0.003119,1.008278,0.001097,0.001109,0.001812,0.002659,-0.053731,-0.066096
-0.009344,0.004308,1.013864,0.01527,0.03435,0.003778,0.242288,0.018199,0.003359
-0.277934,0.035613,0.96693,0.001116,0.001159,0.001779,0.049265,-0.040752,-0.053698
-0.01255,-0.007593,1.012166,0.002716,0.002344,0.003202,0.029237,-0.072829,0.131389
0.117997,0.037316,0.999585,0.025648,0.006197,0.019831,0.592195,-0.272981,-0.276003
-0.014151,0.803705,-0.570672,0.100313,0.035836,0.054876,0.386559,0.471272,0.649133
0.083821,0.006014,1.010848,0.014662,0.009249,0.020373,-0.758246,-0.319836,0.097512
-0.0064,0.906175,0.397751,0.045423,0.05653,0.058244,-0.313562,0.166925,-0.06185
-0.01557,0.009117,1.013806,0.001625,0.001934,0.001966,0.252868,-0.02966,0.019946
0.350059,0.682203,-0.624429,0.007548,0.012462,0.01558,-0.792749,-0.193894,0.261394
-0.003968,-0.018688,1.008592,0.001139,0.001221,0.002196,0.086344,-0.159633,-0.180127
-0.123916,-0.17522,0.983458,0.001116,0.00117,0.001774,0.020299,-0.018281,0.037177
-0.016178,-0.003629,1.010377,0.001148,0.001191,0.002057,0.120091,-0.229394,-0.12309
-0.003638,0.00751,1.00944,0.004886,0.004694,0.007917,0.021866,-0.01782,0.008944
0.049046,0.971863,0.024483,0.291082,0.561385,0.423629,0.196106,0.330394,-0.010376
-0.008649,0.003738,1.012257,0.004993,0.005002,0.007661,0.030688,0.001032,-0.038484
0.07014,0.304403,0.953278,0.001393,0.002409,0.002399,0.065411,-0.199158,-0.216394
0.218761,0.060713,0.979119,0.001061,0.001091,0.001748,0.002948,0.033278,-0.036277
0.095978,0.243091,0.97024,0.001987,0.007601,0.003951,-0.298811,0.120728,-0.703885
-0.008006,-0.008001,1.007024,0.001313,0.001887,0.004253,-0.071991,0.074345,-0.072658
-0.002365,-0.00442,1.006182,0.001707,0.001287,0.001955,-0.095855,-0.058516,0.072716
-0.212333,-0.168285,0.972642,0.001126,0.001143,0.001789,0.002549,-0.034182,0.003286
0.031255,0.356434,0.665215,0.172851,0.42004,0.534945,-0.128797,-0.243418,-0.601802
-0.83789,-0.026606,0.568193,0.023295,0.02945,0.026606,0.188753,0.561485,0.436748
0.009249,-0.000903,1.008922,0.004829,0.004716,0.007676,-0.016868,0.083577,-0.058053
-0.006673,0.005083,1.009165,0.002097,0.002533,0.00348,0.088812,-0.029562,0.019016
-0.174226,-0.017218,0.993465,0.001204,0.001237,0.002713,0.221363,-0.342957,-0.24468
-0.007114,0.004694,1.009976,0.004747,0.004511,0.007216,0.029528,-0.048538,-0.023787
-0.005527,0.004045,1.010072,0.005078,0.005474,0.007606,0.090018,-0.043049,0.007928
0.00207,-0.012999,1.006038,0.002232,0.002209,0.003568,0.028853,0.035035,0.03186
0.20116,-0.114803,0.981399,0.001101,0.001141,0.001731,0.056725,0.005984,-0.043937
0.05273,0.190075,0.793567,0.2083,0.424448,0.414839,-0.244129,-0.305065,-0.566338
-0.00575,-0.003918,1.00605,0.001066,0.001126,0.001981,0.000351,-0.028509,-0.033419
0.001474,-0.012111,1.007649,0.002276,0.002382,0.003944,0.025079,-0.007466,0.007644
-0.009157,0.012534,1.008756,0.001128,0.001325,0.001794,0.080349,0.009856,0.001118
-0.006904,0.006338,1.003642,0.004795,0.004707,0.007304,0.01555,-0.030263,-0.04713
-0.034478,0.00065,1.01149,0.004873,0.004893,0.007318,-0.014173,-0.012282,-0.005967
0.484047,-0.276892,0.842302,0.009125,0.011577,0.009424,0.44222,0.172313,0.291013
0.202051,-0.114741,0.979742,0.001105,0.00114,0.001732,0.018884,0.013021,0.03568
-0.1366,-0.080627,0.997751,0.001098,0.001111,0.001786,0.061498,-0.040935,-0.015184
-0.007543,0.004753,1.009843,0.003915,0.004732,0.004378,0.063865,-0.095688,0.042931
0.199456,-0.115154,0.985766,0.001148,0.001119,0.001814,0.077075,-0.060277,-0.032615
-0.007473,0.004289,1.013013,0.005204,0.004878,0.012002,-0.032875,-0.24902,-0.016341
0.05001,0.342574,0.941027,0.00156,0.004625,0.003299,-0.03476,0.058365,-0.633514
0.147416,-0.15739,0.986066,0.00467,0.004557,0.007244,0.012442,-0.011863,0.030886
-0.0094,0.008042,1.014095,0.002289,0.002508,0.003314,-0.012419,0.033732,0.000215
0.201147,-0.114904,0.981338,0.0011,0.001137,0.001822,0.080609,-0.028695,-0.022137
-0.001402,0.05047,1.007769,0.004486,0.004829,0.007555,-0.003236,-0.063274,0.011512
0.822207,0.151277,0.552068,0.004452,0.012537,0.005719,-0.004525,-0.356804,-0.396112
-0.048194,-0.001099,1.011614,0.001126,0.001179,0.001871,0.019271,0.003854,-0.043265
0.154564,0.969188,0.022449,0.31723,0.549105,0.413015,0.409765,0.3241,0.123962
0.0142,0.000339,1.008887,0.005687,0.011966,0.008025,-0.222991,0.00226,-0.212489
-0.095238,0.237006,0.969384,0.067554,0.106202,0.180272,-0.22978,-0.004826,-0.170654
-0.043089,0.988729,0.007782,0.037732,0.014731,0.039278,-0.232283,-0.178916,-0.344082
-0.016145,-0.021061,1.011206,0.004571,0.004968,0.004226,0.114627,-0.142605,0.353508
0.079006,0.39202,0.91838,0.001139,0.00122,0.001836,0.087956,-0.00909,-0.056298
0.201145,-0.114984,0.982133,0.001141,0.001174,0.001783,-0.06114,-0.051383,0.052957
-0.008174,0.00582,1.015159,0.005349,0.005332,0.007835,0.006259,-0.077057,0.045094
-0.129202,0.043373,0.998964,0.006603,0.004932,0.00754,-0.013801,0.137823,-0.006485
0.062685,0.259914,0.968082,0.006849,0.006875,0.008161,0.230505,-0.227398,-0.270079
0.053769,0.186137,0.972608,0.140761,0.163859,0.133919,0.047351,-0.233192,-0.382447
0.027898,0.330436,0.947497,0.001489,0.002215,0.002746,-0.284891,-0.196567,-0.09006
-0.007248,0.129262,0.996961,0.001881,0.004064,0.002594,0.346211,-0.37307,-0.428996
0.072686,0.469947,0.881259,0.015286,0.021431,0.011533,-0.702027,0.594601,-0.835923
0.860021,-0.003364,0.510295,0.04623,0.056399,0.038756,-0.032154,0.089012,0.325031
0.001993,-0.017339,1.011125,0.001275,0.00117,0.001827,0.096453,-0.009546,-0.046775
0.145556,0.960447,0.080312,0.297141,0.453673,0.35985,0.398269,0.085044,-0.06881
-0.016116,-0.003774,1.010044,0.001112,0.001153,0.00199,-0.016186,-0.080873,-0.0383
-0.006165,-0.109163,1.000748,0.001176,0.001128,0.001821,0.030121,-0.055897,-0.05377
-0.006316,0.006838,1.007855,0.002142,0.002435,0.003799,0.032718,-0.027338,0.000866
-0.005512,-0.006372,1.007109,0.001127,0.00119,0.001903,0.012325,-0.068796,-0.020175
-0.002597,0.379926,0.928802,0.052305,0.080731,0.046806,-0.775757,0.568956,-0.761844
0.556878,-0.039108,0.838539,0.010616,0.005952,0.006985,-0.04988,-0.227544,-0.150116
-0.000339,0.932098,0.387612,0.071051,0.114105,0.084815,-0.029383,-0.162264,0.285597
-0.378545,0.012045,0.933655,0.001172,0.001324,0.001856,0.01725,-0.077407,0.005274
0.033881,-0.185667,0.988032,0.001152,0.001098,0.001785,0.037216,-0.093457,-0.057859
0.196204,-0.116666,0.990009,0.001144,0.001205,0.001885,-0.012734,-0.021558,-0.05109
0.023016,0.409773,0.916532,0.00112,0.00124,0.00195,0.003924,-0.022716,-0.082392
-0.009276,0.012594,1.008937,0.001187,0.001646,0.001905,0.260587,0.002552,0.001506
-0.006562,0.007397,1.004215,0.001173,0.001553,0.001841,0.182911,0.043277,0.065774
-0.009324,0.004859,1.014096,0.004856,0.004814,0.007579,-0.005471,0.005302,-0.010366
0.201173,-0.114597,0.98061,0.001083,0.001175,0.001839,-0.002486,-0.028864,-0.047916
-0.061142,0.228319,0.97929,0.007558,0.009181,0.006555,0.21015,-0.418943,-0.23534
-0.008389,0.004563,1.019626,0.001254,0.00139,0.001812,-0.02652,-0.056699,0.015566
-0.060605,0.984566,-0.092215,0.007183,0.005243,0.008479,0.036413,0.058591,0.06543
-0.008945,0.005807,1.013868,0.001156,0.001354,0.001904,0.10682,0.027429,0.0402
-0.067499,0.460849,0.890422,0.037663,0.062433,0.044897,0.011918,0.140452,-0.745452
-0.007837,0.005384,1.011731,0.004824,0.005152,0.007432,0.006164,0.04297,-0.005793
0.152611,0.447025,0.448341,0.219496,0.530025,0.523467,-0.732589,0.521053,-0.868654
-0.012134,0.148759,1.005029,0.034797,0.040101,0.02476,0.161975,-0.025131,-0.362789
-0.095716,0.25592,0.952307,0.187451,0.105466,0.129683,0.054901,0.321975,-0.296266
0.043638,0.982703,-0.114101,0.006135,0.004093,0.00612,-0.123411,0.291019,0.278749
-0.01907,0.924728,0.365217,0.106884,0.068148,0.064618,-0.230769,-0.014856,0.148355
-0.011127,0.005626,1.017415,0.004837,0.004932,0.007353,8.2e-05,0.005393,0.03529
0.431076,0.116054,0.899714,0.004191,0.006496,0.002586,-0.528134,0.046204,-0.340852
0.198237,-0.115263,0.987805,0.001108,0.001192,0.001846,0.001629,0.04093,0.049199
-0.01869,-0.022363,1.014894,0.003134,0.002086,0.003586,0.073831,-0.099842,0.260383
-0.015663,-0.00368,1.008299,0.001164,0.001116,0.001872,0.023347,-0.088438,-0.046343
0.009687,-0.000311,1.00958,0.004545,0.004938,0.007339,0.081713,0.007256,0.024917
-0.137119,0.580108,0.808669,0.006883,0.004666,0.00635,0.221161,-0.015313,-0.033178
0.025702,0.01598,1.004634,0.001286,0.001902,0.001987,-0.004923,-0.054798,-0.131037
0.578859,-0.104998,0.81565,0.003555,0.004491,0.003141,0.382415,0.196633,0.15394
-0.009059,-0.004598,1.008836,0.004775,0.004531,0.00713,0.019235,0.008228,-0.01553
0.202073,-0.114837,0.980437,0.001114,0.001072,0.001785,-0.003551,-0.061842,-0.018683
-0.008142,0.00567,1.009476,0.001249,0.001739,0.003021,0.239695,-0.220812,-0.016237
-0.006469,-0.109092,1.002257,0.001109,0.001148,0.002102,0.044795,-0.127421,0.014889
0.191562,-0.044899,0.986139,0.002097,0.002181,0.003295,0.018602,-0.024277,-0.040771
-0.005117,0.005666,1.004863,0.004537,0.004703,0.00731,0.01387,0.033463,-0.001709
-0.031885,-0.185798,0.987488,0.001102,0.001114,0.001752,0.006699,-0.03086,-0.048129
-0.160062,-0.080227,0.99337,0.004856,0.004973,0.008277,-0.002707,-0.035771,-0.079705
-0.006313,0.005324,1.007065,0.005085,0.004989,0.007764,-0.007349,-0.082205,-0.001876
-0.074242,0.305041,0.951708,0.001167,0.001284,0.001767,0.080692,-0.017103,-0.110125
-0.029321,0.002597,1.008522,0.005047,0.006487,0.007657,0.187319,0.000446,0.005876
-0.006131,0.00487,1.00528,0.001535,0.002529,0.002157,0.43971,-0.055983,-0.114149
-0.015739,-0.003348,1.008564,0.001093,0.001145,0.001877,-0.003341,0.048401,0.015873
-0.058176,0.922788,0.372048,0.058043,0.067539,0.062081,-0.145275,-0.166634,0.146797
0.199049,-0.115186,0.985918,0.001122,0.001112,0.001882,0.002771,-0.02259,-0.071849
-0.159289,-0.079413,0.993085,0.00443,0.0046,0.007083,-0.009448,-0.006285,0.025906
-0.03046,-0.047579,1.00666,0.001165,0.001221,0.002009,0.043745,-0.10715,-0.091424
0.771645,0.185816,0.609569,0.026233,0.015468,0.02775,-0.164456,-0.873211,0.207924
-0.016906,-0.010316,1.007108,0.002145,0.002172,0.003657,0.053949,-0.075339,-0.036638
-0.009989,0.004955,1.015105,0.005439,0.004962,0.007801,0.026919,0.056158,-0.024164
-0.004001,0.004705,1.00859,0.002555,0.002982,0.004886,0.083034,-0.063162,0.012092
0.067337,0.941196,0.266184,0.101151,0.030299,0.124235,0.272905,-0.768483,-0.610199
-0.006268,0.129686,0.997047,0.001537,0.003794,0.002338,0.305988,-0.294497,-0.416992
0.184413,0.964993,0.065898,0.278327,0.522488,0.358107,0.424456,0.323683,0.11949
-0.006761,0.006108,1.007349,0.004761,0.004914,0.007092,0.020856,0.016641,0.001154
-0.006958,-0.109184,1.002634,0.001128,0.00106,0.00187,0.048759,0.009008,0.013293
-0.015868,-0.003484,1.00908,0.001152,0.001151,0.001905,-0.011054,-0.04837,-0.002993
-0.006849,-0.003051,1.00979,0.004578,0.004619,0.007553,0.008305,-0.008578,0.006581
-0.001724,-0.003499,1.00467,0.001403,0.001264,0.002122,-0.052451,-0.084897,0.017563
-0.117287,0.376811,0.924903,0.001221,0.00127,0.001943,0.097562,-0.117268,-0.132583
0.149308,0.964508,0.010156,0.300039,0.546566,0.420842,0.33268,0.291463,0.155134
0.073536,-0.233511,0.978213,0.00107,0.001159,0.001837,0.028204,-0.012719,-0.091772
-0.143158,0.234116,0.96854,0.041801,0.073344,0.028679,0.757707,-0.168497,-0.395215
0.066906,0.972094,0.177896,0.025269,0.018345,0.033919,-0.379046,0.160844,-0.590132
-0.007357,0.005599,1.010562,0.004664,0.004858,0.007433,0.017445,-0.046086,-0.005889
-0.079797,0.986403,-0.028988,0.025815,0.010165,0.024607,0.227523,-0.483088,-0.087611
-0.015481,-0.003317,1.008172,0.001123,0.001147,0.001844,-0.015553,0.004805,-0.099063
-0.009154,0.008167,1.013951,0.002386,0.002288,0.003643,0.03313,0.00937,-0.007404
0.23088,0.930937,0.190685,0.029039,0.033505,0.163209,-0.89901,0.940073,-0.959472
-0.154324,-0.013633,0.994847,0.036146,0.022091,0.0203,-0.443412,0.192075,-0.102076
-0.007715,0.005116,1.00995,0.001614,0.002478,0.004195,0.547712,-0.248371,-0.01611
0.009043,-0.067218,1.009249,0.001135,0.001167,0.001824,0.010753,-0.036162,-0.034181
0.130455,-0.172446,0.986174,0.004579,0.004724,0.00735,-0.056969,0.01176,0.070627
-0.037893,-0.166503,0.991594,0.001359,0.001288,0.002251,0.060452,-0.027103,-0.018194
-0.179443,0.15576,0.982118,0.029196,0.036274,0.034776,-0.489668,0.065622,-0.27809
0.174569,0.402048,0.671448,0.174323,0.502963,0.3647,0.385195,-0.164067,-0.551204
-0.025535,0.033734,1.008161,0.001373,0.00187,0.004094,0.035169,0.07936,0.119623
-0.015409,-0.003353,1.008105,0.001099,0.001126,0.00191,-0.005375,-0.081193,-0.022145
0.044685,0.958737,0.182317,0.163702,0.1526,0.181864,0.239933,-0.266522,-0.200456
0.201374,-0.114946,0.980263,0.001146,0.001121,0.001783,-0.02481,-0.007427,0.020252
-0.002251,-0.00198,1.005543,0.001869,0.001444,0.002014,-0.101464,-0.029968,0.031521
-0.878339,0.139261,-0.458794,0.008339,0.008676,0.007639,0.729515,-0.58924,-0.606794
-0.022289,-0.012582,1.009767,0.00458,0.003808,0.0029,-0.527313,-0.195998,-0.057247
-0.005085,0.004455,1.009069,0.00541,0.0055,0.007609,0.053839,-0.103716,0.031015
-0.087788,0.140254,0.995061,0.004846,0.00537,0.007238,-0.04266,-0.060748,-0.060197
0.075488,0.133282,0.99421,0.003508,0.005648,0.003017,-0.368529,-0.058165,-0.396677
-0.022407,0.018918,1.004148,0.001885,0.001297,0.001937,0.089081,-0.011793,-0.00846
-0.011307,0.004523,1.015935,0.001375,0.001825,0.003046,0.27833,-0.201585,-0.013843
0.177641,0.94549,0.054509,0.289711,0.539588,0.352484,0.370991,0.143879,-0.137016
-0.009769,0.004356,1.013878,0.005078,0.005586,0.008257,-0.093771,0.005674,0.073815
0.817461,0.060669,0.575792,0.014653,0.011444,0.018037,0.59482,-0.846822,-0.629402
-0.006943,0.006324,1.006702,0.005056,0.00535,0.009389,0.006408,-0.05336,-0.048805
0.198181,-0.115447,0.988266,0.00115,0.001117,0.00183,0.038708,-0.012024,0.026309
-0.032173,-0.185965,0.987507,0.001065,0.001095,0.00175,0.022362,-0.025304,-0.033229
-0.021319,-0.003725,1.011452,0.004077,0.004033,0.00476,0.443758,0.118818,-0.116129
0.458064,0.166228,0.872595,0.074973,0.02019,0.032361,-0.874757,-0.983842,0.834834
-0.005786,0.006305,1.007067,0.002913,0.005566,0.004495,0.5291,-0.01965,-0.001691
0.014596,0.890666,0.127787,0.326853,0.513927,0.438499,0.077421,0.253327,-0.167239
-0.007078,0.006456,1.008085,0.004988,0.004627,0.007414,-0.003466,0.004894,-0.048354
0.328142,0.924351,0.103409,0.074632,0.066048,0.051,-0.731529,-0.208847,0.315785
0.049353,0.336283,0.942491,0.001543,0.004986,0.002793,-0.18981,-0.005745,-0.603057
0.149073,0.166732,0.980079,0.001965,0.004552,0.003247,0.595738,-0.450605,-0.391723
